Time_s,Downrange_km,Altitude_km,VelHoriz_ms,VelVert_ms,VelTotal_ms,Mach,Phase,Mass_kg
130.3,31.1987854230124,46.7925039094591,1978.11847931052,-111.605459925389,1981.26436824441,6.01398386630953,5,550
130.4,31.3965969497192,46.7812950607382,1978.11205315942,-112.571514436095,1981.31260550096,6.01447976912436,5,550
130.5,31.5944078333094,46.7699896065826,1978.10561696202,-113.537568623393,1981.36130257599,6.0149801587353,5,550
130.6,31.7922180727732,46.7585875470239,1978.09917061473,-114.503622500587,1981.41045933256,6.01548503680531,5,550
130.7,31.9900276670905,46.7470888820924,1978.09271401351,-115.469676080804,1981.460075633,6.01599440501399,5,550
130.8,32.1878366152307,46.7354936118172,1978.08624705382,-116.435729376988,1981.51015133888,6.01650826505753,5,550
130.9,32.3856449161525,46.723801736226,1978.07976963066,-117.401782401903,1981.56068631098,6.01702661864876,5,550
131,32.5834525688045,46.7120132553454,1978.07328163853,-118.367835168131,1981.61168040931,6.01754946751712,5,550
131.1,32.7812595721244,46.7001281692006,1978.06678297144,-119.333887688068,1981.66313349311,6.01807681340871,5,550
131.2,32.9790659250394,46.6881464778156,1978.06027352291,-120.299939973928,1981.71504542083,6.01860865808626,5,550
131.3,33.176871626466,46.6760681812132,1978.05375318596,-121.265992037735,1981.76741605012,6.01914500332915,5,550
131.4,33.3746766753101,46.6638932794151,1978.04722185308,-122.232043891327,1981.82024523783,6.01968585093342,5,550
131.5,33.5724810704665,46.6516217724416,1978.04067941628,-123.198095546353,1981.87353284004,6.02023120271178,5,550
131.6,33.7702848108196,46.6392536603121,1978.03412576701,-124.164147014271,1981.92727871197,6.02078106049359,5,550
131.7,33.9680878952425,46.6267889430446,1978.02756079622,-125.130198306346,1981.98148270806,6.02133542612492,5,550
131.8,34.1658903225978,46.6142276206563,1978.02098439434,-126.096249433653,1982.03614468192,6.02189430146849,5,550
131.9,34.3636920917367,46.601569693163,1978.01439645122,-127.062300407067,1982.09126448633,6.02245768840374,5,550
132,34.5614932014996,46.5888151605796,1978.00779685621,-128.028351237271,1982.14684197324,6.02302558882679,5,550
132.1,34.7592936507158,46.57596402292,1978.00118549809,-128.994401934749,1982.20287699376,6.02359800465049,5,550
132.2,34.9570934382034,46.5630162801968,1977.99456226508,-129.960452509787,1982.25936939816,6.02417493780438,5,550
132.3,35.1548925627693,46.5499719324218,1977.98792704485,-130.926502972468,1982.31631903584,6.02475639023475,5,550
132.4,35.3526910232091,46.5368309796057,1977.9812797245,-131.892553332675,1982.37372575536,6.02534236390458,5,550
132.5,35.5504888183071,46.5235934217583,1977.97462019056,-132.858603600086,1982.43158940442,6.02593286079363,5,550
132.6,35.7482859468362,46.5102592588885,1977.96794832896,-133.824653784175,1982.48990982984,6.02652788289839,5,550
132.7,35.9460824075581,46.496828491004,1977.96126402507,-134.790703894209,1982.54868687757,6.02712743223209,5,550
132.8,36.1438781992227,46.4833011181118,1977.95456716366,-135.756753939246,1982.60792039266,6.02773151082474,5,550
132.9,36.3416733205684,46.469677140218,1977.94785762889,-136.722803928135,1982.66761021929,6.02834012072311,5,550
133,36.5394677703221,46.4559565573277,1977.94113530432,-137.688853869514,1982.72775620074,6.02895326399075,5,550
133.1,36.737261547199,46.4421393694454,1977.9344000729,-138.654903771805,1982.78835817939,6.029570942708,5,550
133.2,36.9350546499025,46.4282255765744,1977.92765181698,-139.620953643219,1982.8494159967,6.030193158972,5,550
133.3,37.1328470771243,46.4142151787175,1977.92089041824,-140.587003491749,1982.91092949322,6.03081991489666,5,550
133.4,37.3306388275441,46.4001081758766,1977.91411575778,-141.553053325168,1982.97289850859,6.03145121261275,5,550
133.5,37.5284298998298,46.3859045680527,1977.90732771603,-142.519103151033,1983.0353228815,6.03208705426782,5,550
133.6,37.7262202926373,46.3716043552464,1977.90052617278,-143.485152976675,1983.09820244971,6.03272744202627,5,550
133.7,37.9240100046103,46.3572075374571,1977.89371100717,-144.451202809205,1983.16153705006,6.03337237806932,5,550
133.8,38.1217990343806,46.342714114684,1977.8868820977,-145.417252655508,1983.2253265184,6.03402186459506,5,550
133.9,38.3195873805677,46.3281240869254,1977.88003932217,-146.383302522241,1983.28957068966,6.03467590381839,5,550
134,38.5173750417787,46.3134374541787,1977.87318255773,-147.349352415834,1983.35426939778,6.03533449797113,5,550
134.1,38.7151620166088,46.2986542164411,1977.86631168086,-148.315402342485,1983.41942247575,6.03599764930192,5,550
134.2,38.9129483036403,46.2837743737089,1977.85942656733,-149.28145230816,1983.48502975557,6.0366653600763,5,550
134.3,39.1107339014436,46.268797925978,1977.85252709222,-150.247502318591,1983.55109106825,6.03733763257672,5,550
134.4,39.3085188085759,46.2537248732435,1977.84561312993,-151.213552379275,1983.61760624383,6.03801446910249,5,550
134.5,39.5063030235824,46.2385552155003,1977.83868455414,-152.179602495467,1983.68457511131,6.03869587196985,5,550
134.6,39.7040865449954,46.2232889527424,1977.83174123781,-153.145652672186,1983.75199749872,6.03938184351195,5,550
